rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Vipers (feat. Jesse Jagz & Tomi Thomas),Show Dem Camp,2,2,2,2,2,3,3,2.2857142857142856
2,Jack (Visualizer),Nasty C,3,3,3,3,3,4,4,3.2857142857142856
3,Crown Of Clay (feat. Pheelz),M.I Abaga,4,4,4,4,4,7,7,4.857142857142857
4,Sore (Remix),Yaw Tog,5,5,5,5,5,6,6,5.285714285714286
5,Breathe (feat. Chike),A-Q,7,7,7,7,7,9,9,7.571428571428571
6,"Right Now Reloaded (feat. Emtee, Nasty C, The Big Hash & Aka)",Gemini Major,8,8,8,8,8,11,11,8.857142857142858
7,TBDK (feat. Erigga & Sinzu),M.I Abaga,9,9,9,9,9,10,10,9.285714285714286
8,Steve Biko,Nasty C,10,10,10,10,10,12,12,10.571428571428571
9,City of Kings,PsychoYP,12,12,12,12,12,13,13,12.285714285714286
10,Best I Ever Had,Nasty C,11,11,11,11,11,17,17,12.714285714285714
11,Class Clown,TNT Kenya,13,13,13,13,13,15,15,13.571428571428571
12,Rappers (feat. Dremo),Dreylo,14,14,14,14,14,16,16,14.571428571428571
13,Rap Messiah,Ladipoe,16,16,16,16,16,18,18,16.571428571428573
14,Truth (feat. Lil Zara),Emtee,17,17,17,17,17,26,26,19.571428571428573
15,Die There (Hustle),Illbliss,21,21,21,21,21,19,19,20.428571428571427
16,Champagne Already?,LADIPOE,18,18,18,18,18,27,27,20.571428571428573
17,Midf (Money I Dey Find),Ycee,22,22,22,22,22,20,20,21.428571428571427
18,BLACK,Shane Eagle,19,19,19,19,19,29,29,21.857142857142858
19,The Target,Medikal,15,15,15,15,15,40,40,22.142857142857142
20,1 of 1,Cassper Nyovest,20,20,20,20,20,31,31,23.142857142857142
21,Casino,Sho Madjozi,25,25,25,25,25,21,21,23.857142857142858
22,KHALIGRAPH JONES x SARKODIE,khaligraph jones ria,23,23,23,23,23,28,28,24.428571428571427
23,"Kubo (feat. Bassie, Focalistic & K.O.)",Kwesta,26,26,26,26,26,24,24,25.428571428571427
24,Heartbreaker (feat. Nasty C),Blaqbonez,30,30,30,30,30,23,23,28.0
25,The Live Report,AQ,29,29,29,29,29,30,30,29.285714285714285
26,STFU,Dremo,24,24,24,24,24,43,43,29.428571428571427
27,Blessing,VIC MENSA,27,27,27,27,27,44,44,31.857142857142858
28,Early Momo (feat. Good Girl La),Vector,32,32,32,32,32,34,34,32.57142857142857
29,What You Telling Me,Zilla Oaks,28,28,28,28,28,46,46,33.142857142857146
30,40 Bars (feat. Emtee),Emtee,34,34,34,34,34,33,33,33.714285714285715
31,A,Jesse Jagz,40,40,40,40,40,22,22,34.857142857142854
32,AcebergTM,Acebergtm,31,31,31,31,31,48,48,35.857142857142854
33,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz,45,45,45,45,45,14,14,36.142857142857146
34,Shut Up,Blaqbonez,37,37,37,37,37,36,36,36.714285714285715
35,Glory,Nyashinski,35,35,35,35,35,42,42,37.0
36,Black And White,Nasty C,39,39,39,39,39,37,37,38.42857142857143
37,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,36,36,36,36,36,50,50,40.0
38,Emtee,Nasty C,41,41,41,41,41,39,39,40.42857142857143
39,Big Brother,Blaqbonez,38,38,38,38,38,47,47,40.57142857142857
40,No Fear (feat. Moliy),M.anifest and VIC MENSA,48,48,48,48,48,25,25,41.42857142857143
41,La Hustle remix ft. Criss Wadde & Joey B (Official Video),Medikal,44,44,44,44,44,38,38,42.285714285714285
42,Who Be This Guy (feat. M.I Abaga & Falz),Kheengz,42,42,42,42,42,45,45,42.857142857142854
43,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite,49,49,49,49,49,32,32,44.142857142857146
44,Jiggy Bop,Alpha P,43,43,43,43,43,49,49,44.714285714285715
45,That Year (feat. Sir Dauda),Show Dem Camp,47,47,47,47,47,41,41,45.285714285714285
46,Sarkodie,Sarkodie,201,201,1,1,1,2,2,58.42857142857143
47,Coachella (feat. Kwesi Arthur),Sarkodie,6,6,201,201,6,8,8,62.285714285714285
48,Own Your Throne,Boity,33,33,33,33,33,201,201,81.0
49,ON MY JOB (feat. PsychoYP),Sipho the Gift,46,46,46,46,46,201,201,90.28571428571429
50,Mainland to Island,Oladips,50,50,50,50,50,201,201,93.14285714285714
51,"Vector, Khaligraph Jones, Dip Doundou Guiss",Vector,201,201,201,201,201,1,1,143.85714285714286
52,Vibration (feat. VIC MENSA),Sarkodie,1,1,201,201,201,201,201,143.85714285714286
53,From Dusk Till Dawn (Official Audio),25K,201,201,201,201,201,5,5,145.0
54,Coachella ft. Kwesi Arthur (Official Video),Sarkodie,201,201,6,6,201,201,201,145.28571428571428
55,Call Me Baby,Cheque,201,201,201,201,201,35,35,153.57142857142858
