Position,song,artist
1,Coming,Naira Marley & Busiswa
2,KPK (Remix) (feat. Mohbad & Sho Madjozi),Rexxie
3,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
4,Zinoleesky - Kilofeshe (Official Video),MarlianMusic HQ
5,Cash App,"Bella Shmurda, Zlatan & Lincoln"
6,Chi Chi,Naira Marley
7,Ayewada,Barry Jhay
8,Rush,Bella Shmurda & Dangbana Rebublik
9,Lagos Anthem,Zlatan
10,Sheydi Balabala (Refix),Dj Baddo
11,Happiness,Davolee
12,World,Bella Shmurda
13,Koleyewon,Naira Marley
14,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real
15,Omo Ologo (Official Video),LilFroshVEVO
16,90'S,Seyi Vibez
17,Better Better,Jamopyper
18,Mandeman (Remix) (feat. Davido),Small Doctor
19,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun)",Dj Kaywise
20,Bella Shmurda - Vision2020 [Official Video] ft. Olamide,Bella Shmurda
21,Cho Cho (feat. Davido & Mayorkun),Zlatan
22,"Are You Sure (feat. Naira Marley, Zinoleesky & EMO Grae)",LYTA
23,Zinoleesky Ft Naira Marley - Caro (Official video),Naira Marley
24,Money,"Terri, Bella Shmurda & Mohbad"
25,Your Body,Mayorkun
26,Baba Nla (feat. Teni),Candy Bleakz
27,Love (Official Video),Davolee
28,Triumphant (feat. Bella Shmurda),Olamide
29,Lesse passe,Bella Shmurda & Oluwa Kuwait
30,Available (feat. Mohbad),C Blvck
31,Zinoleesky - MaPariwo (OFFICIAL VIDEO),Naira Marley
32,Lil Kesh & Naira Marley - O Por (Official Audio),Lil Kesh
33,Jafafa,Mohbad & Chinko Ekun
34,Mad O,Dj Yk Beats
35,God Sent,Seyi Vibez
36,Opor (Remix),Rexxie
37,Morire (feat. Bad Boy Timz & Jamopyper),Papisnoop
38,All The Way,Lil Kesh
39,Prayer,HotKid
40,If No Be You (feat. Mayorkun),Jamopyper
41,As E Dey Go,Naira Marley
42,Lowo Lowo (Remix) (feat. Davido),May D
43,Ori,Barry Jhay
44,Tesina Pot,Olamide & Jaido P
45,Epo,"Davido, Zlatan & Joe El"
46,See Finish (feat. Mayorkun),Dapo Tuburna
47,Caro,Idowest Ft Davido
48,Lyta - Hold Me Down (Official Video),Naira Marley
49,Eru,Olamide
