rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Understand,Omah lay,1,1,1,1,1,1,1,1.0
2,Bounce,Ruger,2,2,2,2,2,2,2,2.0
3,Feeling,"LADIPOE, Buju",3,3,3,3,3,3,3,3.0
4,Rock,Olamide,4,5,4,4,5,5,4,4.428571428571429
5,Soundgasm,Rema,5,6,6,5,4,4,5,5.0
6,Outside,Buju,6,4,5,6,6,6,6,5.571428571428571
7,Essence (feat. Tems),"Wizkid, Tems",9,9,8,7,7,8,7,7.857142857142857
8,Confident,"Savage, Buju",13,14,9,8,9,9,10,10.285714285714286
9,Naira Marley,Zinoleesky,8,8,10,16,10,11,11,10.571428571428571
10,Party Next Door,"Dangbana Republik, Bella Shmurda",7,7,7,14,13,17,14,11.285714285714286
11,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",11,10,12,9,12,14,13,11.571428571428571
12,Big Thug Boys,AV,24,15,15,11,14,10,8,13.857142857142858
13,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",15,16,14,10,15,13,18,14.428571428571429
14,Sinner,"Adekunle Gold, Lucky Daye",23,18,13,15,8,12,12,14.428571428571429
15,Coming,"Naira Marley, Busiswa",14,19,19,18,17,18,16,17.285714285714285
16,Yaba Buluku (Remix),"DJ TÃ¡rico, Burna Boy, Preck, Nelson Tivane",26,29,26,12,11,15,15,19.142857142857142
17,Far Away,"Dangbana Republik, Bella Shmurda",21,13,16,19,23,25,19,19.428571428571427
18,It Is What It Is,Adekunle Gold,16,21,17,22,21,19,23,19.857142857142858
19,Clash,"Dave, Stormzy",10,20,21,25,22,16,25,19.857142857142858
20,Felony,CKay,20,23,25,17,18,22,17,20.285714285714285
21,Forever (Remix),"Gyakie, Omah lay",18,24,23,20,16,20,21,20.285714285714285
22,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",22,17,24,21,20,24,22,21.428571428571427
23,Out There,"Dangbana Republik, Bella Shmurda",19,12,11,13,24,30,45,22.0
24,Oliver Twist,ArrDee,25,26,18,24,19,21,24,22.428571428571427
25,Stay,"The Kid Laroi, Justin Bieber",17,22,22,29,26,23,29,24.0
26,Kilometre,Burna Boy,27,27,27,23,25,26,27,26.0
27,World,"Dangbana Republik, Bella Shmurda",12,11,20,27,34,38,40,26.0
28,Monalisa,"Lojay, Sarz",34,25,28,31,28,27,20,27.571428571428573
29,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",31,32,30,26,27,28,26,28.571428571428573
30,Bounce,Rema,29,31,31,30,29,29,28,29.571428571428573
31,PonPon,"Olamide, FAVE",32,33,29,28,37,37,50,35.142857142857146
32,Somebody Baby,"Peruzzi, DaVido",37,41,37,34,35,33,36,36.142857142857146
33,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",40,34,39,37,31,34,41,36.57142857142857
34,History,"Cheque, Fireboy Dml",36,35,38,35,39,36,37,36.57142857142857
35,Show Me,Joeboy,30,39,33,40,40,32,43,36.714285714285715
36,Pronto,"Ajebo Hustlers, Omah lay",33,38,43,38,36,35,39,37.42857142857143
37,Soldier Go,"Dangbana Republik, Bella Shmurda",35,30,35,33,43,56,59,41.57142857142857
38,Rush,"Dangbana Republik, Bella Shmurda",28,28,32,46,46,51,63,42.0
39,Abu Dhabi,Ruger,41,43,53,39,32,40,47,42.142857142857146
40,Loved By You,"Justin Bieber, Burna Boy",44,47,52,43,30,39,44,42.714285714285715
41,Lako,"Dangbana Republik, Bella Shmurda",42,37,34,41,41,52,58,43.57142857142857
42,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",45,44,48,44,47,43,51,46.0
43,Kilofeshe,Zinoleesky,43,48,45,42,48,46,55,46.714285714285715
44,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",52,54,49,47,44,42,42,47.142857142857146
45,Running (To You),"Chike, Simi",46,53,50,45,51,44,48,48.142857142857146
46,KPK (Ko Por Ke),"Rexxie, MohBad",48,50,54,48,50,49,46,49.285714285714285
47,All,"Rexxie, DaVido",55,55,55,49,42,45,49,50.0
48,RAPSTAR,POLO G,54,46,40,62,55,48,53,51.142857142857146
49,Peaches,"Justin Bieber, Daniel Caesar, Giveon",50,56,51,51,49,55,62,53.42857142857143
50,23,Burna Boy,53,52,60,50,45,50,68,54.0
51,Motley Crew,Post Malone,51,45,41,60,53,53,81,54.857142857142854
52,MONTERO (Call Me By Your Name),Lil Nas X,58,51,46,55,52,57,66,55.0
53,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",65,62,61,56,54,47,54,57.0
54,The Best (feat. Mayorkun),"DaVido, Mayorkun",57,60,58,59,58,61,69,60.285714285714285
55,Champion,"Dangbana Republik, Bella Shmurda",49,36,47,53,67,83,90,60.714285714285715
56,Godly,Omah lay,62,57,71,63,59,58,60,61.42857142857143
57,Celebrate Me,Patoranking,76,58,44,58,60,72,67,62.142857142857146
58,Tonongo,"Lojay, Sarz",56,49,65,75,57,65,73,62.857142857142854
59,Medicine,Jaywillz,83,68,63,54,66,54,57,63.57142857142857
60,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",64,63,68,64,62,63,64,64.0
61,KOLO (feat. Oxlade),"Ice Prince, Oxlade",59,61,57,61,65,69,76,64.0
62,Focus,Joeboy,68,65,72,65,64,59,65,65.42857142857143
63,HUSTLE,Teni,60,75,59,52,78,62,75,65.85714285714286
64,Late At Night,Roddy Ricch,66,67,79,66,63,60,79,68.57142857142857
65,Omo X 100,"Reminisce, Olamide",80,66,67,80,76,67,56,70.28571428571429
66,Commitment Issues,Central Cee,72,64,73,74,68,76,77,72.0
67,Runaway,AURORA,74,71,56,73,61,74,100,72.71428571428571
68,La La (feat. Ckay),"DaVido, CKay",69,77,77,72,74,70,72,73.0
69,Infinity,"Olamide, Omah lay",38,42,36,32,33,31,301,73.28571428571429
70,Early Momo,"Vector, Good girl LA",67,85,69,71,82,80,83,76.71428571428571
71,FOR YOU,"Teni, DaVido",39,40,42,36,38,41,301,76.71428571428571
72,Heartbreak Anniversary,Giveon,71,74,76,81,84,81,74,77.28571428571429
73,Bad Influence,Omah lay,78,81,83,79,70,79,92,80.28571428571429
74,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",81,89,74,78,71,77,93,80.42857142857143
75,Bad Habits,Ed Sheeran,90,86,75,68,73,73,98,80.42857142857143
76,Lemonade,"Internet money, Gunna, Don Toliver, NAV",79,76,84,83,85,86,78,81.57142857142857
77,ROCKSTAR,"DaBaby, Roddy Ricch",88,99,88,67,75,82,85,83.42857142857143
78,Calling My Phone,"Lil Tjay, 6lack",70,92,81,87,98,89,91,86.85714285714286
79,PEPE,"L.A.X, DaVido",97,98,86,90,99,98,88,93.71428571428571
80,Jailer,"Olamide, Jaywillz",47,70,62,57,69,66,301,96.0
81,Astronaut In The Ocean,Masked Wolf,89,69,78,77,56,64,301,104.85714285714286
82,Bia,Phyno,82,59,66,82,72,88,301,107.14285714285714
83,Julie,Olamide,73,82,70,76,88,71,301,108.71428571428571
84,Damages,Tems,85,73,82,69,77,78,301,109.28571428571429
85,a m a r i,J. Cole,75,79,85,70,79,91,301,111.42857142857143
86,Need For Speed,Olamide,63,96,80,86,86,87,301,114.14285714285714
87,Kiss Me More (feat. SZA),"Doja Cat, SZA",93,88,93,99,80,90,301,120.57142857142857
88,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",99,80,91,95,87,94,301,121.0
89,Dior,Pop Smoke,301,100,90,96,83,92,87,121.28571428571429
90,Southy Love,"Peruzzi, Fireboy Dml",98,84,100,84,93,93,301,121.85714285714286
91,Korope,"Lil Kesh, Naira Marley",84,87,98,92,97,301,301,151.42857142857142
92,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",100,94,94,88,89,301,301,152.42857142857142
93,Ruger,Ruger,301,78,301,93,81,95,301,178.57142857142858
94,Blinding Lights,The Weeknd,91,93,301,301,100,68,301,179.28571428571428
95,Money,"Terri, Bella Shmurda, MohBad",92,72,97,91,301,301,301,179.28571428571428
96,Straightenin,Migos,301,301,96,89,95,97,301,182.85714285714286
97,Cash App,"Bella Shmurda, Zlatan, Lincoln",96,301,301,97,92,96,301,183.42857142857142
